[22Jul2024 00:41:59.773] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Floodwer013 has completed the challenge [Hot Tourist Destinations]
[22Jul2024 00:43:05.225] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Floodwer013 tried to swim in lava to escape Wither Skeleton
[22Jul2024 00:44:52.187] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Floodwer013 experienced kinetic energy
[22Jul2024 00:46:52.832] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[22Jul2024 06:23:28.617] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 5512ms or 110 ticks behind
[22Jul2024 06:24:24.374] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:24:24.997] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:24:25.387] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:24:25.849] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:24:27.129] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:24:27.342] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:25:36.697] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:25:37.395] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:25:37.745] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:25:43.999] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:25:44.389] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:25:44.589] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:25:44.746] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:25:44.945] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:25:45.139] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:25:55.132] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:25:55.480] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:25:55.728] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:25:58.928] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:25:59.125] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:25:59.276] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:25:59.539] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:25:59.928] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:26:00.126] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:26:00.381] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:26:32.703] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:26:33.228] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:26:33.492] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:26:33.687] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:26:33.836] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:26:33.983] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:26:34.521] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:26:34.586] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:26:34.788] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:26:34.930] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:26:35.076] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:26:35.237] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:26:35.377] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:26:35.525] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:26:35.639] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:26:35.789] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:26:35.936] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:26:44.068] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:26:44.188] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:26:44.374] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 06:27:04.188] [spark-async-sampler-worker-thread/WARN] [spark/]: Timed out waiting for world statistics
[22Jul2024 06:27:12.369] [Server thread/INFO] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Floodwer013 lost connection: Disconnected
[22Jul2024 06:27:12.371] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Floodwer013 left the game
[22Jul2024 06:27:12.372] [Server thread/INFO] [xaero.pac.OpenPartiesAndClaims/]: Updating all forceload tickets for 9d9c0f8f-995c-3984-9732-80ce26b31cb1
[22Jul2024 06:27:12.429] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: OnlyVhill moved too quickly! 0.06817543624583777,3.0013359791121417,-9.838515352021204
[22Jul2024 06:27:12.469] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 22164ms or 443 ticks behind
[22Jul2024 06:27:12.562] [Server thread/WARN] [net.minecraft.network.Connection/]: handleDisconnection() called twice
[22Jul2024 06:27:12.647] [pool-9-thread-6/INFO] [Supplementaries/]: Searching for closest structure among [ResourceKey[minecraft:worldgen/structure / towns_and_towers:village_old_growth_taiga], ResourceKey[minecraft:worldgen/structure / towns_and_towers:village_swamp], ResourceKey[minecraft:worldgen/structure / repurposed_structures:village_swamp], ResourceKey[minecraft:worldgen/structure / towns_and_towers:exclusives/village_wandering_trader_camp], ResourceKey[minecraft:worldgen/structure / blue_skies:village_brightlands], ResourceKey[minecraft:worldgen/structure / repurposed_structures:village_ocean], ResourceKey[minecraft:worldgen/structure / towns_and_towers:village_jungle], ResourceKey[minecraft:worldgen/structure / towns_and_towers:exclusives/village_mediterranean]] from pos BlockPos{x=-4325, y=103, z=-5211}
[22Jul2024 06:27:33.942] [Server thread/INFO] [net.minecraft.server.players.PlayerList/]: Floodwer013[/177.228.71.211:26349] logged in with entity id 736318 at (-776.5, 67.5, -845.5)
[22Jul2024 06:27:33.956] [Server thread/INFO] [ModdingLegacy/blue_skies/]: Sending ToolHandleTypeManager to Floodwer013
[22Jul2024 06:27:33.970] [Server thread/INFO] [ModdingLegacy/blue_skies/]: Sending SnowcapOvenFreezingManager to Floodwer013
[22Jul2024 06:27:33.970] [Server thread/INFO] [ModdingLegacy/blue_skies/]: Sending HorizoniteForgeFuelManager to Floodwer013
[22Jul2024 06:27:33.970] [Server thread/INFO] [ModdingLegacy/blue_skies/]: Sending AlchemyRecipeManager to Floodwer013
[22Jul2024 06:27:33.973] [Server thread/INFO] [ModdingLegacy/blue_skies/]: Sending JournalEntryManager to Floodwer013
[22Jul2024 06:27:33.975] [Server thread/INFO] [ModdingLegacy/blue_skies/]: Sending JournalSectionManager to Floodwer013
[22Jul2024 06:27:33.976] [Server thread/INFO] [ModdingLegacy/blue_skies/]: Sending JournalRequirementManager to Floodwer013
[22Jul2024 06:27:34.092] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Floodwer013 joined the game
[22Jul2024 06:27:34.276] [Server thread/INFO] [xaero.pac.OpenPartiesAndClaims/]: Updating all forceload tickets for 9d9c0f8f-995c-3984-9732-80ce26b31cb1
[22Jul2024 06:27:34.299] [Server thread/INFO] [Jade/]: Syncing config to Floodwer013 (9d9c0f8f-995c-3984-9732-80ce26b31cb1)
[22Jul2024 06:27:35.918] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 2113ms or 42 ticks behind
[22Jul2024 06:27:37.109] [Server thread/INFO] [ping-wheel/]: [Ping-Wheel] Channel update: Floodwer013 -> Global
[22Jul2024 06:27:37.110] [Server thread/INFO] [org.betterx.worlds.together.util.Logger/]: [bclib] Auto-Sync was disabled on the server.
[22Jul2024 06:28:48.345] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-4636, y=-51, z=-6107} but found not block entity block Block{minecraft:cave_air} at location
[22Jul2024 06:28:48.348] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:cave_air} but failed at location BlockPos{x=-4636, y=-51, z=-6107}
[22Jul2024 06:29:01.492] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <OnlyVhill> te tienes q levantar temprano mañana
[22Jul2024 06:29:31.197] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <Floodwer013> yase bro
[22Jul2024 06:32:05.338] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <OnlyVhill> puedes dormir?
[22Jul2024 06:32:22.540] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <Floodwer013> ando en otra dimension
[22Jul2024 06:33:01.347] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: OnlyVhill has completed the challenge [Rude Awakening]
[22Jul2024 06:33:27.241] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <OnlyVhill> casi me meten el chile
[22Jul2024 06:35:12.624] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-4676, y=-42, z=-6635} but found not block entity block Block{minecraft:cave_air} at location
[22Jul2024 06:35:12.627] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:cave_air} but failed at location BlockPos{x=-4676, y=-42, z=-6635}
[22Jul2024 06:35:33.495] [pool-9-thread-7/INFO] [Supplementaries/]: Searching for closest structure among [ResourceKey[minecraft:worldgen/structure / towns_and_towers:village_badlands], ResourceKey[minecraft:worldgen/structure / towns_and_towers:village_snowy_taiga], ResourceKey[minecraft:worldgen/structure / minecraft:village_taiga], ResourceKey[minecraft:worldgen/structure / towns_and_towers:village_forest], ResourceKey[minecraft:worldgen/structure / blue_skies:village_crystal_dunes], ResourceKey[minecraft:worldgen/structure / minecraft:village_desert], ResourceKey[minecraft:worldgen/structure / repurposed_structures:village_dark_forest], ResourceKey[minecraft:worldgen/structure / repurposed_structures:village_bamboo]] from pos BlockPos{x=-4821, y=74, z=-6523}
[22Jul2024 06:36:18.540] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-4526, y=-46, z=-7106} but found not block entity block Block{minecraft:cave_air} at location
[22Jul2024 06:36:18.542] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:cave_air} but failed at location BlockPos{x=-4526, y=-46, z=-7106}
[22Jul2024 06:38:05.978] [Server thread/ERROR] [net.minecraft.Util/]: onTrackingStart called during navigation iteration
java.lang.IllegalStateException: onTrackingStart called during navigation iteration
	at net.minecraft.server.level.ServerLevel$EntityCallbacks.m_141985_(ServerLevel.java:1514) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.server.level.ServerLevel$EntityCallbacks.m_141985_(ServerLevel.java:1488) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.world.level.entity.PersistentEntitySectionManager.m_157575_(PersistentEntitySectionManager.java:136) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.world.level.entity.PersistentEntitySectionManager.addEntityWithoutEvent(PersistentEntitySectionManager.java:97) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.world.level.entity.PersistentEntitySectionManager.m_157538_(PersistentEntitySectionManager.java:80) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.world.level.entity.PersistentEntitySectionManager.m_157604_(PersistentEntitySectionManager.java:121) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.world.entity.EntityType$1.m_147060_(EntityType.java:585) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at java.util.Optional.map(Optional.java:260) ~[?:?]
	at net.minecraft.world.entity.EntityType.m_20645_(EntityType.java:563) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.world.entity.EntityType$1.m_147056_(EntityType.java:584) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at java.util.ArrayList$ArrayListSpliterator.tryAdvance(ArrayList.java:1685) ~[?:?]
	at net.minecraft.world.entity.EntityType$1.tryAdvance(EntityType.java:583) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at java.util.Spliterator.forEachRemaining(Spliterator.java:332) ~[?:?]
	at java.util.stream.ReferencePipeline$Head.forEach(ReferencePipeline.java:762) ~[?:?]
	at net.minecraft.world.level.entity.PersistentEntitySectionManager.m_157559_(PersistentEntitySectionManager.java:120) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.server.level.ServerLevel.m_143327_(ServerLevel.java:1434) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.server.level.ChunkMap.m_143064_(ChunkMap.java:690) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.server.level.ChunkMap.m_214898_(ChunkMap.java:707) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.world.level.chunk.LevelChunk.m_62952_(LevelChunk.java:438) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.server.level.ChunkMap.mixinextras$bridge$m_62952_$154(ChunkMap.java) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.server.level.ChunkMap.wrapOperation$zce000$modernfix$setCurrentLoadingThenPostLoad(ChunkMap.java:2405) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.server.level.ChunkMap.m_214854_(ChunkMap.java:715) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at com.mojang.datafixers.util.Either.lambda$mapLeft$0(Either.java:162) ~[datafixerupper-6.0.8.jar%2377!/:?]
	at com.mojang.datafixers.util.Either$Left.map(Either.java:38) ~[datafixerupper-6.0.8.jar%2377!/:?]
	at com.mojang.datafixers.util.Either.mapLeft(Either.java:162) ~[datafixerupper-6.0.8.jar%2377!/:?]
	at net.minecraft.server.level.ChunkMap.m_287044_(ChunkMap.java:699) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at java.util.concurrent.CompletableFuture$UniApply.tryFire(CompletableFuture.java:646) ~[?:?]
	at java.util.concurrent.CompletableFuture$Completion.run(CompletableFuture.java:482) ~[?:?]
	at net.minecraft.server.level.ChunkTaskPriorityQueueSorter.m_143188_(ChunkTaskPriorityQueueSorter.java:62) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.util.thread.BlockableEventLoop.m_6367_(BlockableEventLoop.java:156) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.server.level.ServerChunkCache$MainThreadExecutor.m_6367_(ServerChunkCache.java:541) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.util.thread.BlockableEventLoop.m_7245_(BlockableEventLoop.java:130) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.server.level.ServerChunkCache$MainThreadExecutor.m_7245_(ServerChunkCache.java:549) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.util.thread.BlockableEventLoop.m_18701_(BlockableEventLoop.java:139) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.server.level.ServerChunkCache.getChunkBlocking(ServerChunkCache.java:1772) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.server.level.ServerChunkCache.m_7587_(ServerChunkCache.java:1664) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.world.level.Level.m_6522_(Level.java:187) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.world.level.Level.m_6325_(Level.java:2551) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.world.level.Level.m_8055_(Level.java:3043) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.world.entity.ai.navigation.GroundPathNavigation.m_7864_(GroundPathNavigation.java:43) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.world.entity.ai.navigation.PathNavigation.m_26569_(PathNavigation.java:86) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
